投诉编号,投诉品牌,投诉车系,投诉车型,问题简述,典型问题,投诉时间,投诉状态
567696,吉利汽车,嘉际,2021款 智擎 1.5TD DCT 尊贵型,吉利嘉际购车时经销商承诺旅游基金不兑现,承诺不兑现销售承诺不兑现,2021-01-26,处理反馈
567695,上汽大众,朗逸,2018款 1.5L 自动 舒适版 经典 国VI,上汽大众朗逸电瓶电量低充电后未解决,车身附件及电器电瓶故障,2021-01-26,用户评分
567693,上汽大众斯柯达,柯迪亚克,2017款 TSI330 两驱 豪华版 7座,斯柯达柯迪亚克变速箱机电控制单元故障,变速器电脑板故障变速器跳挡,2021-01-26,处理反馈
567692,一汽红旗,红旗H5,2018款 30TD 智联韵动版,一汽红旗H5仪表提示冷却液温度过高,发动机故障灯亮发动机冷却系统故障,2021-01-26,信息审核
567691,奇瑞捷豹路虎,捷豹XFL,2018款 XFL 2.0T 250PS 豪华版,捷豹XFL店内存在消费欺诈开具虚假索赔单,销售欺诈出售问题车,2021-01-26,用户评分
567689,广汽本田,缤智,2019款 1.5L CVT 先锋版 国VI,广汽本田缤智车门玻璃升降存在错位,车身附件及电器车窗升降故障,2021-01-26,用户评分
567688,广汽乘用车,传祺GA6,2016款 235T 手动 精英版,广汽传祺GA6油箱盖转轴自动断裂,车身附件及电器部件开裂,2021-01-26,处理反馈
567687,广汽乘用车,传祺GS4,2017款 235T 自动 两驱 精英版,广汽传祺GS4车载互联故障远程操控失效,车身附件及电器车载互联故障,2021-01-26,处理反馈
567684,一汽丰田,威驰,2017款 1.5L 手动 创行版,一汽丰田威驰变速箱异响厂家未联系解决,变速器异响服务态度厂家不回复,2021-01-26,处理反馈
567681,Jeep（进口）,指南者（进口）,2014款 2.4L 自动 四驱 豪华导航版 改款,进口Jeep指南者车内异味严重要求解决,车身附件及电器车内异味,2021-01-26,厂家受理
567680,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙行驶时车门异响副驾驶异响,车身附件及电器门窗异响车身附件及电器车内异响,2021-01-26,处理反馈
567677,东风本田,INSPIRE,2019款 260TURBO 典雅版 国VI,东风本田INSPIRE怠速及自动驻车时抖动,发动机抖动,2021-01-26,用户评分
567675,上汽大众,凌渡,2019款 230TSI DSG 风尚版 国VI,上汽大众凌渡车辆行驶发动机或变速箱顿挫,发动机抖动变速器顿挫,2021-01-26,用户评分
567672,东风日产,天籁,2019款 2.0L XL Upper 智行版,东风日产天籁中控蓝屏 APP卡死希望处理,车身附件及电器车载互联故障,2021-01-26,处理反馈
567671,上汽大众斯柯达,柯珞克,2019款 TSI280 智行豪华版 国Ⅵ,斯柯达柯珞克经销商只提供了一把车钥匙,销售欺诈出售问题车,2021-01-26,处理反馈
567669,一汽-大众奥迪,奥迪A3,2016款 Limousine 1.4T 双离合 领英型,一汽大众奥迪A3变速箱故障报警 动力消失,变速器故障灯亮变速器无法加速,2021-01-26,信息审核
567667,东风本田,本田UR-V,2020款 370TURBO 两驱 尊雅版,东风本田UR-V发动机漏油希望处理,发动机漏油,2021-01-26,处理反馈
567666,广汽本田,雅阁,2016款 2.0L CVT  舒适版,广汽本田雅阁两前邓禄普轮胎出现裂痕,轮胎开裂,2021-01-26,处理反馈
567665,长城汽车,长城C30新能源,2017款 豪华型,长城C30新能源动力电池故障导致续航短,车身附件及电器动力电池故障,2021-01-26,用户评分
567663,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾韩泰轮胎全部开裂要求解决,轮胎开裂,2021-01-26,处理反馈
567662,上汽大众斯柯达,速派,2018款 TSI330 DSG 舒适版 国VI,斯柯达速派起步加速突然无动力输出,变速器无法加速,2021-01-26,处理反馈
567660,江西五十铃,瑞迈,2020款 2.8T 经典 四驱 柴油 国VI 舒适型 加长版 JE493ZLQ6E,五十铃瑞迈发动机舱漏水 刹车失灵,制动系统刹车失灵车身附件及电器车身漏水,2021-01-26,信息审核
567659,一汽-大众,宝来,2018款 1.5L 自动 时尚型,一汽大众宝来发动机爆震敲缸异响严重,发动机异响发动机爆震,2021-01-26,处理反馈
567658,一汽-大众,速腾,2018款 280TSI 双离合 豪华型,一汽大众速腾韩泰轮胎出现裂纹要求解决,轮胎开裂,2021-01-26,处理反馈
567657,长安凯程,长安睿行S50,2018款 S50V 1.5L 物流版 5座 国V,长安睿行S50发动机抖动烧机油故障灯亮,发动机抖动发动机故障灯亮发动机烧机油,2021-01-26,处理反馈
567656,北京奔驰,奔驰C级,2021款 C 260 L 运动星耀臻藏版,北京奔驰C级48V电机故障导致发动机无法启动,发动机故障灯亮发动机无法启动,2021-01-26,用户评分
567655,广汽乘用车,传祺GS4,2017款 235T 双离合 两驱 豪华版,广汽传祺GS4转向机故障导致方向盘异响,转向系统异响转向系统转向机故障,2021-01-26,处理反馈
567654,江铃福特,撼路者,2020款 运动版 2.3T 汽油 自动 四驱 豪华版 7座,江铃福特撼路者福特派APP无法激活使用,车身附件及电器车载互联故障,2021-01-26,处理反馈
567653,长安汽车,长安欧尚X5,2021款 1.5T DCT 尊贵型,长安欧尚X5降挡时变速箱出现异常响声,变速器异响,2021-01-26,处理反馈
567652,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领潮版,奇瑞艾瑞泽5方向盘抖动跑偏 转向卡滞,转向系统卡滞转向系统抖动转向系统方向盘不正,2021-01-26,处理反馈
567651,众泰汽车,江南TT,2010款 0.8L 舒适型,众泰江南TTOBD接口无法连接和车身开裂,车身附件及电器部件开裂车身附件及电器车身模块故障,2021-01-26,用户评分
567650,吉利汽车,缤瑞,2020款 1.4T CVT 亚运版,吉利缤瑞刹车异响 碳罐电磁阀异响,变速器异响制动系统异响制动系统刹车变硬车身附件及电器门窗异响车身附件及电器天窗异响,2021-01-26,处理反馈
567648,北京奔驰,奔驰GLB,2020款 GLB 180 时尚型,北京奔驰GLB减配阻尼器导致发动机异响,发动机异响其他疑似设计缺陷,2021-01-26,处理反馈
567647,奇瑞捷豹路虎,发现神行,2016款 2.0T HSE,奇瑞路虎发现神行正时链条断裂动力消失,发动机动力消失发动机正时链条及齿轮故障,2021-01-26,处理反馈
567646,吉利汽车,缤越,2020款 PRO 260T DCT 骑士,吉利缤越行驶时减震异响厂家无配件,前后桥及悬挂系统减震器异响配件争议无零配件,2021-01-26,处理反馈
567645,东风雪铁龙,C4世嘉,2018款 1.6L 自动 豪华型,东风雪铁龙C4世嘉方向盘晃动虚位很大,转向系统方向盘自由间隙过大,2021-01-26,处理反馈
567644,广汽本田,缤智,2019款 220 TURBO CVT 豪华版 国VI,广汽本田缤智发动机机油增多带有汽油味,发动机机油增多,2021-01-26,处理反馈
567643,东风小康,风光580,2017款 1.5T CVT 智尚型,东风风光580下摆臂损坏经销商不予索赔,前后桥及悬挂系统下摆臂故障服务态度不予索赔,2021-01-26,处理反馈
567633,一汽丰田,亚洲龙,2019款 2.0L 豪华版 国VI,一汽丰田亚洲龙车身漆面过薄导致出现划痕,其他疑似设计缺陷,2021-01-26,处理反馈
567632,东风日产,劲客,2017款 1.5L CVT 智行版,东风日产劲客优科豪马轮胎鼓包起皮,轮胎起皮轮胎鼓包,2021-01-26,用户评分
567631,东风本田,本田CR-V,2021款 240TURBO CVT 两驱 风尚版,东风本田CR-V变速箱漏油 仪表台左侧异响,变速器漏油车身附件及电器中控台异响,2021-01-26,处理反馈
567625,长安汽车,逸动,2014款 1.6L 手动 精英型 国IV,长安逸动电脑内储存的车架号与实车不符,销售欺诈出售问题车,2021-01-26,处理反馈
567624,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳发动机怠速转速高 变速箱顿挫,发动机油耗高发动机怠速不稳变速器顿挫,2021-01-26,处理反馈
567622,上汽大众斯柯达,昕锐,2018款 1.6L 手动 舒适版,斯柯达昕锐发动机漏油 进气系统漏气,发动机漏油,2021-01-26,处理反馈
567621,一汽丰田,RAV4荣放,2016款 2.5L 自动 四驱 精英版,一汽丰田RAV4荣放右前侧半轴防尘套漏油,前后桥及悬挂系统半轴渗油,2021-01-26,处理反馈
567620,吉利汽车,帝豪,2016款 1.5L CVT 向上版 三厢,吉利帝豪冷天启动报变速箱故障无法行驶,变速器故障灯亮,2021-01-26,用户评分
567615,东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408发动机严重烧机油希望厂家处理,发动机烧机油,2021-01-26,用户评分
567613,吉利汽车,博越,2016款 1.8TD 自动 两驱 智尊型,吉利博越车机系统APP无法下载安装,车身附件及电器车载互联故障,2021-01-26,处理反馈
567611,上汽大众,途观L,2018款 330TSI 自动 两驱 豪华版 改款,上汽大众途观L后轮异响 中控异响,前后桥及悬挂系统车轮异响车身附件及电器中控台异响,2021-01-26,处理反馈
567610,一汽-大众,速腾,2018款 280TSI 双离合 豪华型,一汽大众速腾韩泰轮胎开裂存在质量问题,轮胎开裂,2021-01-26,用户评分
567606,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾售后维修技术差 发动机漏油,发动机异响发动机漏油人员技术修出新问题人员技术维修技术差,2021-01-26,用户评分
567603,长安福特,福克斯,2020款 三厢 EcoBoost 180 自动 锋潮型,长安福特福克斯减震及车轮异响 刹车顿挫,制动系统刹车泵故障前后桥及悬挂系统减震器异响前后桥及悬挂系统车轮异响,2021-01-26,处理反馈
567600,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 进取型,捷达VS5发动机故障报警4S店不解决,发动机故障灯亮,2021-01-26,处理反馈
567599,雷克萨斯,雷克萨斯ES,2020款 300h 卓越版,雷克萨斯ES发动机机油增多要求厂家处理,发动机机油增多,2021-01-26,厂家受理
567597,长安福特,锐界,2020款 EcoBoost 245 两驱 精锐型 5座,长安福特锐界发动机怠速过高水温无法上升,发动机冷却系统故障,2021-01-26,处理反馈
567595,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳启动后手套箱出现异响,车身附件及电器中控台异响,2021-01-26,处理反馈
567592,北京奔驰,奔驰GLC,2020款 GLC 300 L 4MATIC 动感型,北京奔驰GLC发动机抖动故障灯常亮,发动机抖动发动机故障灯亮,2021-01-26,用户评分
567591,北京奔驰,奔驰C级,2021款 C 260 L 运动版,北京奔驰C级电瓶故障经销商无配件,车身附件及电器电瓶故障配件争议无零配件,2021-01-26,处理反馈
567589,一汽-大众,捷达,2017款 1.5L 手动 时尚型,一汽大众捷达变速箱挂挡后无法行驶,变速器无法加速,2021-01-26,用户评分
567587,奇瑞汽车,瑞虎3,2014款 1.6L 手动 智尚版 5座,奇瑞瑞虎3天窗周边钣金生锈一直未解决,车身附件及电器车身生锈,2021-01-26,处理反馈
567586,长城汽车,WEY VV7,2017款 VV7c 旗舰型,WEY VV7发动机故障灯亮开始抖动,发动机抖动发动机故障灯亮,2021-01-26,用户评分
567585,捷豹,捷豹F-PACE,2016款 2.0T 都市尊享版,进口捷豹F-PACE电瓶亏电经销商不予解决,车身附件及电器电瓶故障服务态度不解决问题,2021-01-26,处理反馈
567583,上汽大众,辉昂,2019款 380TSI 两驱 商务版 国VI,上汽大众辉昂全车多处电路短路 烧坏,车身附件及电器电路故障,2021-01-26,用户评分
567580,一汽-大众,T-ROC探歌,2020款 280TSI DSG 两驱 舒适型,一汽大众探歌方向盘打不动 故障灯亮,转向系统失灵转向系统故障灯亮,2021-01-26,用户评分
567578,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 进取型,一汽大众捷达VS5中控台异响找不到具体原因,车身附件及电器中控台异响,2021-01-26,处理反馈
567576,上汽集团,名爵3,2011款 1.3 手动 舒适版,上汽名爵3承诺报销更换链条费用未兑现,承诺不兑现服务承诺不兑现,2021-01-26,处理反馈
567574,长安福特,探险者,2020款 EcoBoost 285 四驱 钛金版 7座,长安福特探险者动力总成故障警告,变速器故障灯亮,2021-01-26,用户评分
567573,东风悦达起亚,起亚K4,2015款 1.8L  自动 GLS Special,东风悦达起亚K4发动机异响经销商不予索赔,发动机异响,2021-01-26,处理反馈
567571,一汽-大众,速腾,2020款 200TSI DSG 舒适型 国VI,一汽大众速腾发动机故障灯常亮而且有异响,发动机异响发动机故障灯亮,2021-01-26,处理反馈
567569,上汽通用五菱,宝骏E100,2019款 250KM 智行版,宝骏E100动力电池故障导致续航里程短,车身附件及电器动力电池故障,2021-01-26,用户评分
567567,观致汽车,观致3,2018款 1.6T 自动 旗舰型 三厢,观致3发动机熄火启动困难维修无配件更换,发动机熄火发动机无法启动配件争议无零配件,2021-01-26,信息审核
567566,北京奔驰,奔驰GLB,2020款 改款 GLB 200 动感型,奔驰GLB冷启动发动机熄火故障灯亮天窗异响,发动机故障灯亮发动机熄火车身附件及电器天窗异响其他疑似设计缺陷,2021-01-26,处理反馈
567565,吉利汽车,远景X3,2017款 1.5L 自动 精英型,吉利远景X3订购配件未发货 厂家不解决,服务态度不解决问题配件争议无零配件配件争议未按时到货,2021-01-26,用户评分
567563,吉利汽车,帝豪,2018款 1.5L 手动 向上互联版,吉利帝豪购车时缴纳的押金无法退还,服务收费定（订）金纠纷,2021-01-26,用户评分
567559,长安福特,锐界,2018款 EcoBoost 245 四驱 尊锐型 7座,长安福特锐界轮毂氧化厂家不予索赔,车身附件及电器轮毂问题服务态度不予索赔,2021-01-26,用户评分
567556,路虎进口,揽胜星脉,2020款 P250,进口路虎揽胜星脉行驶车辆低频共振严重,车身附件及电器车身共振,2021-01-26,用户评分
567555,广汽丰田,YARiS L 致炫,2020款 致炫X 1.5L CVT 豪华版,广汽丰田致炫火花塞烧损 发动机抖动无力,发动机抖动发动机功率不足发动机火花塞故障,2021-01-26,处理反馈
567554,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 臻享型,吉利嘉际购车旅游基金承诺未兑现,服务态度厂家不回复承诺不兑现销售承诺不兑现,2021-01-26,用户评分
567552,路虎进口,揽胜星脉,2019款 250PS R-DYNAMIC S,路虎揽胜星脉低频共振压耳严重影响驾驶,车身附件及电器车身共振,2021-01-26,处理反馈
567548,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳发动机抖动 变速箱顿挫,发动机抖动变速器顿挫车身附件及电器汽油泵故障,2021-01-26,用户评分
567547,奇瑞汽车,瑞虎7,2017款 1.5T 自动 精英版 SPORT,奇瑞艾瑞泽7前后座椅大面积生锈,车身附件及电器车身生锈,2021-01-26,处理反馈
567545,福特（进口）,探险者（进口）,2018款 2.3T 精英版,进口福特探险者韩泰轮胎裂纹龟裂掉皮,轮胎开裂轮胎起皮,2021-01-26,处理反馈
567544,东风雪铁龙,雪铁龙C3-XR,2015款 1.6L 自动 先锋型 5座,东风雪铁龙CS-XR变速箱顿挫希望厂家处理,变速器顿挫,2021-01-26,用户评分
567543,东风雪铁龙,雪铁龙C6,2017款 380THP 尊贵型Nappa版 改款,东风雪铁龙C6充电系统故障发动机无法启动,车身附件及电器充电故障,2021-01-26,用户评分
567542,上汽大众斯柯达,柯迪亚克,2019款 TSI380 四驱 旗舰版 7座 国VI,斯柯达柯迪亚克差速器渗油无配件维修,前后桥及悬挂系统差速器漏油配件争议无零配件,2021-01-26,用户评分
567541,东风标致,标致508,2019款 508L 400THP PureTech 驾控版 国VI,东风标致508店内人员暴力试驾操作不规范,车身附件及电器天窗异响人员技术操作不规范,2021-01-26,用户评分
567540,上汽大众,朗行,2015款 1.6L 手动 风尚型,大众朗行隔音棉材料不合格导致车内异味严重,车身附件及电器车内异味,2021-01-26,处理反馈
567536,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,大众迈腾自动启停故障导致发动机异响熄火,发动机异响发动机熄火车身附件及电器发动机启停系统故障,2021-01-26,处理反馈
567533,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸购车时承诺赠送东西未兑现,承诺不兑现销售承诺不兑现,2021-01-26,用户评分
